id,cargo_type,commodity,quantity,origin,destination_port_id,laycan_start,laycan_end,contract_preference,required_vessel_type,loading_date,discharge_deadline,priority,contract_type,freight_rate,currency,charter_duration,special_requirements,created_at
9605,Coking Coal,Semi-Soft Coking Coal,81500,"Tanjung Priok, Indonesia",1,2024-03-21,2024-03-26,CoA,Panamax,2024-03-25,2024-04-11,Normal,CoA,17.28,USD,20,Standard,2024-03-03T00:00:00Z
9606,Coking Coal,Semi-Soft Coking Coal,80800,"Port Hedland, Australia",4,2025-08-14,2025-08-19,Spot,Panamax,2025-08-18,2025-09-20,Normal,Spot,23.5,USD,30,Standard,2025-07-17T00:00:00Z
9607,Coking Coal,Semi-Soft Coking Coal,55800,"Port Hedland, Australia",1,2023-02-11,2023-02-18,CoA,Supramax,2023-02-13,2023-03-18,Normal,CoA,24.91,USD,30,Standard,2023-01-24T00:00:00Z
9608,Coking Coal,Semi-Soft Coking Coal,67800,"Port Hedland, Australia",4,2022-02-10,2022-02-15,CoA,Panamax,2022-02-11,2022-03-11,Normal,CoA,24.83,USD,30,Standard,2022-01-20T00:00:00Z
9609,Coking Coal,PCI Coal,69300,"Hay Point, Australia",1,2021-08-08,2021-08-13,CoA,Panamax,2021-08-10,2021-09-10,Normal,CoA,24.26,USD,30,Standard,2021-07-27T00:00:00Z
9610,Coking Coal,Semi-Soft Coking Coal,145800,"Balikpapan, Indonesia",3,2026-02-12,2026-02-17,Spot,Capesize,2026-02-13,2026-03-08,High,Spot,14.1,USD,20,Standard,2026-01-27T00:00:00Z
9611,Coking Coal,Semi-Soft Coking Coal,75300,"Norfolk, USA",1,2023-08-15,2023-08-22,Spot,Panamax,2023-08-20,2023-10-07,High,Spot,39.34,USD,50,Standard,2023-07-25T00:00:00Z
9612,Limestone,SMS Grade Limestone,50300,"Tanjung Priok, Indonesia",5,2021-04-28,2021-05-03,Spot,Supramax,2021-05-01,2021-05-23,Normal,Spot,14.21,USD,20,Self-unloader preferred,2021-04-17T00:00:00Z
9613,Coking Coal,Hard Coking Coal,51800,"Norfolk, USA",5,2025-08-21,2025-08-31,Spot,Supramax,2025-08-29,2025-10-18,High,Spot,36.06,USD,50,Standard,2025-08-07T00:00:00Z
9614,Thermal Coal,Indonesian High Calorie Coal,72200,"Port Hedland, Australia",2,2024-12-30,2025-01-06,Spot,Panamax,2025-01-04,2025-02-02,High,Spot,20.95,USD,30,Standard,2024-12-01T00:00:00Z
9615,Iron Ore,Iron Ore Fines 62% Fe,80100,"Port Hedland, Australia",2,2024-06-10,2024-06-17,CoA,Panamax,2024-06-16,2024-07-16,Normal,CoA,24.18,USD,30,Standard,2024-05-27T00:00:00Z
9616,Thermal Coal,Non-Coking Coal Grade G1-G5,75300,"Baltimore, USA",2,2023-11-09,2023-11-14,Spot,Panamax,2023-11-11,2023-12-29,Normal,Spot,35.78,USD,50,Low moisture cargo,2023-11-02T00:00:00Z
9617,Thermal Coal,Non-Coking Coal Grade G1-G5,67300,"Hay Point, Australia",3,2021-06-08,2021-06-13,CoA,Panamax,2021-06-11,2021-07-08,Normal,CoA,24.14,USD,30,Standard,2021-06-01T00:00:00Z
9618,Coking Coal,Hard Coking Coal,179000,"Vostochny, Russia",1,2021-06-23,2021-06-28,Spot,Capesize,2021-06-25,2021-08-14,Normal,Spot,32.61,USD,50,Standard,2021-06-14T00:00:00Z
9619,Coking Coal,Hard Coking Coal,34100,"Port Hedland, Australia",6,2024-12-03,2024-12-08,Spot,Handysize,2024-12-06,2025-01-07,Normal,Spot,28.54,USD,30,Standard,2024-11-13T00:00:00Z
9620,Limestone,SMS Grade Limestone,73800,"Newcastle, Australia",1,2022-05-01,2022-05-06,CoA,Panamax,2022-05-04,2022-06-05,Normal,CoA,24.36,USD,30,Standard,2022-04-21T00:00:00Z
9621,Iron Ore,Iron Ore Pellets,59400,"Newcastle, Australia",8,2024-01-20,2024-01-25,CoA,Supramax,2024-01-22,2024-02-22,Normal,CoA,24.72,USD,30,Standard,2024-01-11T00:00:00Z
9622,Thermal Coal,Indonesian High Calorie Coal,80500,"Baltimore, USA",1,2023-05-19,2023-05-24,Spot,Panamax,2023-05-20,2023-07-06,Normal,Spot,38.21,USD,50,Standard,2023-05-06T00:00:00Z
9623,Iron Ore,Iron Ore Pellets,68200,"Maputo, Mozambique",3,2026-01-13,2026-01-23,Spot,Panamax,2026-01-15,2026-03-06,High,Spot,38.58,USD,50,Standard,2025-12-22T00:00:00Z
9624,Iron Ore,Lump Ore,141100,"Hay Point, Australia",4,2021-08-16,2021-08-21,Spot,Capesize,2021-08-20,2021-09-16,Normal,Spot,21.11,USD,30,Standard,2021-07-23T00:00:00Z
9625,Coking Coal,Hard Coking Coal,58200,"Hay Point, Australia",2,2023-03-15,2023-03-25,Spot,Supramax,2023-03-24,2023-04-26,Normal,Spot,22.68,USD,30,Low moisture cargo,2023-03-04T00:00:00Z
9626,Coking Coal,Hard Coking Coal,155000,"Gladstone, Australia",1,2023-03-25,2023-04-01,Spot,Capesize,2023-03-26,2023-04-27,Normal,Spot,18.43,USD,30,Standard,2023-03-10T00:00:00Z
9627,Coking Coal,PCI Coal,72000,"Samarinda, Indonesia",3,2022-12-16,2022-12-21,Spot,Panamax,2022-12-19,2023-01-10,Normal,Spot,16.22,USD,20,Standard,2022-11-27T00:00:00Z
9628,Coking Coal,PCI Coal,163900,"Norfolk, USA",3,2023-12-10,2023-12-20,CoA,Capesize,2023-12-14,2024-01-31,Normal,CoA,30.54,USD,50,Standard,2023-11-30T00:00:00Z
9629,Coking Coal,Hard Coking Coal,143000,"Tanjung Priok, Indonesia",1,2021-01-23,2021-01-30,CoA,Capesize,2021-01-28,2021-02-17,Normal,CoA,10.76,USD,20,Standard,2021-01-11T00:00:00Z
9630,Coking Coal,PCI Coal,51000,"Port Hedland, Australia",1,2023-12-03,2023-12-10,CoA,Supramax,2023-12-07,2024-01-06,Urgent,CoA,22.58,USD,30,Standard,2023-11-25T00:00:00Z
9631,Coking Coal,Semi-Soft Coking Coal,57200,"Hay Point, Australia",1,2023-04-15,2023-04-20,CoA,Supramax,2023-04-17,2023-05-15,Normal,CoA,24.44,USD,30,Standard,2023-03-24T00:00:00Z
9632,Coking Coal,PCI Coal,164100,"Norfolk, USA",4,2024-08-18,2024-08-25,Spot,Capesize,2024-08-20,2024-10-11,Normal,Spot,32.75,USD,50,Standard,2024-07-30T00:00:00Z
9633,Thermal Coal,Indonesian High Calorie Coal,56000,"Hay Point, Australia",2,2023-08-27,2023-09-01,Spot,Supramax,2023-08-31,2023-09-29,Normal,Spot,23.84,USD,30,Standard,2023-08-13T00:00:00Z
9634,Coking Coal,Semi-Soft Coking Coal,166500,"Newcastle, Australia",3,2023-06-06,2023-06-11,Spot,Capesize,2023-06-10,2023-07-11,Normal,Spot,19.85,USD,30,Standard,2023-05-26T00:00:00Z
9635,Coking Coal,Semi-Soft Coking Coal,173200,"Port Hedland, Australia",1,2022-03-01,2022-03-08,Spot,Capesize,2022-03-03,2022-04-01,Normal,Spot,17.96,USD,30,Standard,2022-02-13T00:00:00Z
9636,Coking Coal,PCI Coal,175500,"Gladstone, Australia",1,2022-06-30,2022-07-07,Spot,Capesize,2022-07-06,2022-08-02,Normal,Spot,19.82,USD,30,Standard,2022-06-09T00:00:00Z
9637,Coking Coal,Semi-Soft Coking Coal,76200,"Vostochny, Russia",2,2022-09-05,2022-09-12,Spot,Panamax,2022-09-09,2022-10-30,Normal,Spot,39.49,USD,50,Standard,2022-08-28T00:00:00Z
9638,Coking Coal,Semi-Soft Coking Coal,174700,"Newcastle, Australia",4,2021-08-31,2021-09-05,Spot,Capesize,2021-09-03,2021-10-02,Normal,Spot,18.76,USD,30,Standard,2021-08-10T00:00:00Z
9639,Coking Coal,Semi-Soft Coking Coal,68700,"Tanjung Priok, Indonesia",2,2024-10-11,2024-10-18,CoA,Panamax,2024-10-13,2024-10-31,Normal,CoA,17.07,USD,20,Standard,2024-09-24T00:00:00Z
9640,Iron Ore,Iron Ore Fines 62% Fe,72600,"Tanjung Priok, Indonesia",1,2021-11-30,2021-12-07,CoA,Panamax,2021-12-04,2021-12-25,Normal,CoA,14.01,USD,20,Standard,2021-11-04T00:00:00Z
9641,Iron Ore,Iron Ore Pellets,143300,"Maputo, Mozambique",3,2023-06-19,2023-06-24,CoA,Capesize,2023-06-21,2023-08-12,Urgent,CoA,32.46,USD,50,Standard,2023-05-30T00:00:00Z
9642,Coking Coal,Semi-Soft Coking Coal,141400,"Norfolk, USA",1,2023-01-02,2023-01-07,CoA,Capesize,2023-01-05,2023-02-26,Normal,CoA,33.13,USD,50,Fast discharge required,2022-12-17T00:00:00Z
9643,Coking Coal,Hard Coking Coal,143200,"Gladstone, Australia",1,2022-12-18,2022-12-25,Spot,Capesize,2022-12-22,2023-01-19,Urgent,Spot,18.77,USD,30,Standard,2022-11-22T00:00:00Z
9644,Thermal Coal,Indonesian High Calorie Coal,61400,"Port Hedland, Australia",1,2024-07-17,2024-07-24,Spot,Supramax,2024-07-23,2024-08-19,Normal,Spot,25.73,USD,30,Standard,2024-07-05T00:00:00Z
9645,Thermal Coal,Non-Coking Coal Grade G1-G5,68500,"Vostochny, Russia",1,2022-07-25,2022-07-30,Spot,Panamax,2022-07-26,2022-09-17,Normal,Spot,36.46,USD,50,Fast discharge required,2022-07-15T00:00:00Z
9646,Coking Coal,Hard Coking Coal,144500,"Norfolk, USA",1,2025-07-09,2025-07-14,CoA,Capesize,2025-07-12,2025-09-03,Urgent,CoA,33.45,USD,50,Standard,2025-06-25T00:00:00Z
9647,Coking Coal,PCI Coal,71200,"Gladstone, Australia",3,2022-09-27,2022-10-04,Spot,Panamax,2022-09-28,2022-10-31,High,Spot,22.94,USD,30,Standard,2022-09-20T00:00:00Z
9648,Coking Coal,Semi-Soft Coking Coal,176900,"Vostochny, Russia",1,2025-03-31,2025-04-10,Spot,Capesize,2025-04-03,2025-05-25,Normal,Spot,30.98,USD,50,Standard,2025-03-18T00:00:00Z
9649,Coking Coal,Semi-Soft Coking Coal,168300,"Maputo, Mozambique",4,2023-02-13,2023-02-18,Spot,Capesize,2023-02-16,2023-04-07,Normal,Spot,32.9,USD,50,Standard,2023-02-01T00:00:00Z
9650,Coking Coal,PCI Coal,148400,"Vostochny, Russia",1,2025-07-11,2025-07-18,CoA,Capesize,2025-07-12,2025-09-02,Normal,CoA,33.72,USD,50,Standard,2025-06-29T00:00:00Z
9651,Limestone,SMS Grade Limestone,70500,"Tanjung Priok, Indonesia",2,2022-04-23,2022-04-28,Spot,Panamax,2022-04-24,2022-05-16,High,Spot,17.55,USD,20,Standard,2022-04-11T00:00:00Z
9652,Thermal Coal,Indonesian High Calorie Coal,80200,"Hay Point, Australia",1,2025-01-05,2025-01-12,Spot,Panamax,2025-01-09,2025-02-07,High,Spot,24.92,USD,30,Standard,2024-12-10T00:00:00Z
9653,Coking Coal,Semi-Soft Coking Coal,81900,"Tanjung Priok, Indonesia",9,2022-02-06,2022-02-13,Spot,Panamax,2022-02-09,2022-03-01,Normal,Spot,17.53,USD,20,Standard,2022-01-20T00:00:00Z
9654,Iron Ore,Lump Ore,56700,"Newcastle, Australia",3,2023-10-15,2023-10-20,Spot,Supramax,2023-10-18,2023-11-14,Normal,Spot,24.82,USD,30,Low moisture cargo,2023-10-08T00:00:00Z
9655,Coking Coal,PCI Coal,161000,"Vostochny, Russia",3,2021-05-13,2021-05-20,Spot,Capesize,2021-05-19,2021-07-06,Normal,Spot,34.54,USD,50,Standard,2021-05-06T00:00:00Z
9656,Coking Coal,Hard Coking Coal,80000,"Maputo, Mozambique",1,2025-01-01,2025-01-06,CoA,Panamax,2025-01-04,2025-02-23,Normal,CoA,38.35,USD,50,Standard,2024-12-03T00:00:00Z
9657,Coking Coal,PCI Coal,78400,"Hay Point, Australia",3,2021-05-05,2021-05-10,CoA,Panamax,2021-05-08,2021-06-05,Normal,CoA,25.65,USD,30,Standard,2021-04-11T00:00:00Z
9658,Coking Coal,Hard Coking Coal,74000,"Vostochny, Russia",2,2026-02-01,2026-02-11,Spot,Panamax,2026-02-04,2026-03-28,Normal,Spot,38.51,USD,50,Standard,2026-01-20T00:00:00Z
9659,Coking Coal,Semi-Soft Coking Coal,80600,"Hay Point, Australia",1,2021-01-23,2021-01-28,Spot,Panamax,2021-01-25,2021-02-23,Normal,Spot,23.68,USD,30,Standard,2021-01-12T00:00:00Z
9660,Coking Coal,Hard Coking Coal,78300,"Port Hedland, Australia",4,2022-11-20,2022-11-27,CoA,Panamax,2022-11-21,2022-12-24,Normal,CoA,21.9,USD,30,Self-unloader preferred,2022-11-04T00:00:00Z
9661,Thermal Coal,Indonesian High Calorie Coal,53800,"Gladstone, Australia",3,2022-02-03,2022-02-10,Spot,Supramax,2022-02-07,2022-03-07,Normal,Spot,26.65,USD,30,Low moisture cargo,2022-01-26T00:00:00Z
9662,Coking Coal,Hard Coking Coal,154000,"Balikpapan, Indonesia",4,2023-09-02,2023-09-07,CoA,Capesize,2023-09-04,2023-09-27,High,CoA,12.96,USD,20,Standard,2023-08-06T00:00:00Z
9663,Coking Coal,Hard Coking Coal,59100,"Vostochny, Russia",5,2022-03-31,2022-04-07,Spot,Supramax,2022-04-03,2022-05-22,Normal,Spot,39.01,USD,50,Standard,2022-03-18T00:00:00Z
9664,Iron Ore,Iron Ore Fines 62% Fe,79300,"Balikpapan, Indonesia",2,2024-02-09,2024-02-14,Spot,Panamax,2024-02-10,2024-02-29,Normal,Spot,17.39,USD,20,Standard,2024-01-21T00:00:00Z
9665,Coking Coal,Hard Coking Coal,169100,"Balikpapan, Indonesia",1,2022-03-07,2022-03-12,CoA,Capesize,2022-03-10,2022-03-28,Normal,CoA,13.45,USD,20,Standard,2022-02-13T00:00:00Z
9666,Thermal Coal,Non-Coking Coal Grade G1-G5,51000,"Samarinda, Indonesia",5,2025-11-12,2025-11-19,Spot,Supramax,2025-11-15,2025-12-03,Normal,Spot,14.85,USD,20,Self-unloader preferred,2025-11-03T00:00:00Z
9667,Thermal Coal,Non-Coking Coal Grade G1-G5,73500,"Newcastle, Australia",8,2021-11-02,2021-11-09,CoA,Panamax,2021-11-06,2021-12-05,Normal,CoA,25.52,USD,30,Fast discharge required,2021-10-12T00:00:00Z
9668,Coking Coal,Hard Coking Coal,60800,"Balikpapan, Indonesia",4,2021-01-23,2021-01-28,Spot,Supramax,2021-01-24,2021-02-16,Urgent,Spot,14.96,USD,20,Standard,2020-12-26T00:00:00Z
9669,Coking Coal,Semi-Soft Coking Coal,57200,"Vostochny, Russia",2,2024-04-12,2024-04-19,CoA,Supramax,2024-04-16,2024-06-06,Normal,CoA,37.38,USD,50,Standard,2024-03-21T00:00:00Z
9670,Coking Coal,Semi-Soft Coking Coal,55600,"Vostochny, Russia",2,2024-06-29,2024-07-06,Spot,Supramax,2024-07-04,2024-08-23,High,Spot,39.73,USD,50,Standard,2024-06-17T00:00:00Z
9671,Coking Coal,Hard Coking Coal,55500,"Newcastle, Australia",5,2023-12-25,2024-01-01,Spot,Supramax,2023-12-30,2024-02-01,Normal,Spot,22.33,USD,30,Standard,2023-12-03T00:00:00Z
9672,Thermal Coal,Indonesian High Calorie Coal,77200,"Port Hedland, Australia",1,2026-01-20,2026-01-30,Spot,Panamax,2026-01-22,2026-02-22,Normal,Spot,23.82,USD,30,Standard,2026-01-11T00:00:00Z
9673,Limestone,Calcined Lime,33200,"Baltimore, USA",6,2021-03-19,2021-03-24,Spot,Handysize,2021-03-23,2021-05-15,Normal,Spot,45.07,USD,50,Standard,2021-03-11T00:00:00Z
9674,Coking Coal,Hard Coking Coal,54100,"Baltimore, USA",2,2024-12-24,2024-12-31,CoA,Supramax,2024-12-27,2025-02-16,Normal,CoA,36.83,USD,50,Standard,2024-12-09T00:00:00Z
9675,Coking Coal,Semi-Soft Coking Coal,70600,"Hay Point, Australia",3,2023-04-19,2023-04-29,Spot,Panamax,2023-04-27,2023-05-24,Normal,Spot,24.76,USD,30,Standard,2023-04-11T00:00:00Z
9676,Thermal Coal,Non-Coking Coal Grade G1-G5,80000,"Balikpapan, Indonesia",4,2025-04-23,2025-04-28,CoA,Panamax,2025-04-27,2025-05-17,High,CoA,15.65,USD,20,Standard,2025-03-29T00:00:00Z
9677,Coking Coal,Semi-Soft Coking Coal,59500,"Vostochny, Russia",5,2023-06-05,2023-06-10,Spot,Supramax,2023-06-09,2023-07-30,Normal,Spot,39.5,USD,50,Fast discharge required,2023-05-13T00:00:00Z
9678,Coking Coal,Semi-Soft Coking Coal,67600,"Vostochny, Russia",1,2021-07-07,2021-07-12,CoA,Panamax,2021-07-09,2021-08-29,Normal,CoA,39.74,USD,50,Standard,2021-06-29T00:00:00Z
9679,Thermal Coal,Indonesian High Calorie Coal,75000,"Vostochny, Russia",3,2025-01-06,2025-01-11,Spot,Panamax,2025-01-09,2025-02-28,Normal,Spot,38.78,USD,50,Standard,2024-12-08T00:00:00Z
9680,Coking Coal,Hard Coking Coal,31000,"Newcastle, Australia",6,2023-03-08,2023-03-13,Spot,Handysize,2023-03-12,2023-04-12,Normal,Spot,29.53,USD,30,Standard,2023-02-25T00:00:00Z
9681,Coking Coal,Hard Coking Coal,160500,"Balikpapan, Indonesia",4,2022-08-26,2022-09-09,Spot,Capesize,2022-08-31,2022-09-20,Normal,Spot,12.78,USD,20,Low moisture cargo,2022-07-29T00:00:00Z
9682,Coking Coal,PCI Coal,75600,"Maputo, Mozambique",3,2023-07-29,2023-08-05,CoA,Panamax,2023-08-02,2023-09-19,Normal,CoA,38.23,USD,50,Standard,2023-07-04T00:00:00Z
9683,Coking Coal,Hard Coking Coal,70400,"Tanjung Priok, Indonesia",1,2024-12-17,2024-12-31,Spot,Panamax,2024-12-18,2025-01-04,Normal,Spot,13.17,USD,20,Standard,2024-11-24T00:00:00Z
9684,Coking Coal,Semi-Soft Coking Coal,173800,"Balikpapan, Indonesia",1,2025-01-12,2025-01-17,Spot,Capesize,2025-01-13,2025-01-30,Urgent,Spot,11.71,USD,20,Standard,2024-12-29T00:00:00Z
9685,Coking Coal,Hard Coking Coal,141600,"Vostochny, Russia",3,2025-12-28,2026-01-04,Spot,Capesize,2025-12-31,2026-02-21,Normal,Spot,33.65,USD,50,Standard,2025-12-13T00:00:00Z
9686,Coking Coal,Semi-Soft Coking Coal,65400,"Balikpapan, Indonesia",2,2023-11-17,2023-12-01,Spot,Panamax,2023-11-19,2023-12-10,Normal,Spot,16.13,USD,20,Standard,2023-10-31T00:00:00Z
9687,Coking Coal,Hard Coking Coal,59300,"Hay Point, Australia",5,2021-09-19,2021-09-26,CoA,Supramax,2021-09-20,2021-10-21,Normal,CoA,24.05,USD,30,Standard,2021-08-21T00:00:00Z
9688,Coking Coal,PCI Coal,162900,"Hay Point, Australia",3,2021-12-12,2021-12-19,Spot,Capesize,2021-12-16,2022-01-16,Normal,Spot,21.65,USD,30,Self-unloader preferred,2021-11-13T00:00:00Z
9689,Coking Coal,PCI Coal,57900,"Tanjung Priok, Indonesia",5,2024-02-25,2024-03-01,Spot,Supramax,2024-02-29,2024-03-19,Normal,Spot,17.59,USD,20,Standard,2024-02-06T00:00:00Z
9690,Limestone,Calcined Lime,75000,"Newcastle, Australia",2,2023-12-01,2023-12-15,Spot,Panamax,2023-12-02,2023-12-31,High,Spot,23.56,USD,30,Standard,2023-11-18T00:00:00Z
9691,Coking Coal,Semi-Soft Coking Coal,142000,"Norfolk, USA",3,2021-10-03,2021-10-08,CoA,Capesize,2021-10-05,2021-11-22,Normal,CoA,33.27,USD,50,Fast discharge required,2021-09-10T00:00:00Z
9692,Coking Coal,Semi-Soft Coking Coal,60500,"Newcastle, Australia",8,2024-04-09,2024-04-16,Spot,Supramax,2024-04-11,2024-05-14,Urgent,Spot,21.09,USD,30,Standard,2024-03-27T00:00:00Z
9693,Thermal Coal,Non-Coking Coal Grade G1-G5,71200,"Hay Point, Australia",1,2024-08-09,2024-08-14,CoA,Panamax,2024-08-12,2024-09-10,High,CoA,22.05,USD,30,Standard,2024-08-02T00:00:00Z
9694,Coking Coal,Hard Coking Coal,79200,"Hay Point, Australia",2,2023-04-21,2023-05-01,Spot,Panamax,2023-04-27,2023-05-30,High,Spot,23.11,USD,30,Standard,2023-03-28T00:00:00Z
9695,Coking Coal,Hard Coking Coal,174800,"Tanjung Priok, Indonesia",4,2024-09-13,2024-09-20,Spot,Capesize,2024-09-19,2024-10-07,High,Spot,12.83,USD,20,Standard,2024-08-31T00:00:00Z
9696,Limestone,Calcined Lime,54900,"Gladstone, Australia",5,2026-03-15,2026-03-22,Spot,Supramax,2026-03-21,2026-04-21,Normal,Spot,23.28,USD,30,Standard,2026-02-20T00:00:00Z
9697,Coking Coal,Hard Coking Coal,27600,"Samarinda, Indonesia",6,2025-10-25,2025-11-01,CoA,Handysize,2025-10-29,2025-11-20,High,CoA,16.4,USD,20,Standard,2025-10-17T00:00:00Z
9698,Iron Ore,Iron Ore Fines 62% Fe,28600,"Samarinda, Indonesia",6,2021-07-02,2021-07-09,CoA,Handysize,2021-07-04,2021-07-26,High,CoA,16.76,USD,20,Standard,2021-06-23T00:00:00Z
9699,Coking Coal,Semi-Soft Coking Coal,72900,"Newcastle, Australia",1,2025-11-20,2025-11-27,Spot,Panamax,2025-11-24,2025-12-23,Normal,Spot,24.26,USD,30,Geared vessel required,2025-11-08T00:00:00Z
9700,Thermal Coal,Indonesian High Calorie Coal,71500,"Port Hedland, Australia",4,2025-08-18,2025-08-23,Spot,Panamax,2025-08-22,2025-09-19,Normal,Spot,24.12,USD,30,Self-unloader preferred,2025-07-28T00:00:00Z
9701,Iron Ore,Lump Ore,70400,"Port Hedland, Australia",3,2022-05-11,2022-05-21,Spot,Panamax,2022-05-20,2022-06-19,Normal,Spot,20.66,USD,30,Standard,2022-04-24T00:00:00Z
9702,Coking Coal,Semi-Soft Coking Coal,35900,"Maputo, Mozambique",6,2024-06-21,2024-06-26,Spot,Handysize,2024-06-24,2024-08-11,Normal,Spot,45.69,USD,50,Standard,2024-05-26T00:00:00Z
9703,Iron Ore,Iron Ore Pellets,73900,"Gladstone, Australia",3,2021-01-26,2021-02-05,CoA,Panamax,2021-01-28,2021-02-25,High,CoA,22.97,USD,30,Standard,2021-01-03T00:00:00Z
9704,Coking Coal,PCI Coal,73500,"Baltimore, USA",2,2024-07-08,2024-07-13,Spot,Panamax,2024-07-12,2024-09-01,High,Spot,40.58,USD,50,Standard,2024-06-29T00:00:00Z
9705,Iron Ore,Iron Ore Pellets,68300,"Vostochny, Russia",3,2024-03-18,2024-03-23,CoA,Panamax,2024-03-21,2024-05-09,Normal,CoA,36.22,USD,50,Self-unloader preferred,2024-02-18T00:00:00Z
9706,Thermal Coal,Non-Coking Coal Grade G1-G5,54700,"Samarinda, Indonesia",3,2022-06-30,2022-07-07,CoA,Supramax,2022-07-04,2022-07-26,Normal,CoA,14.78,USD,20,Standard,2022-06-02T00:00:00Z
9707,Thermal Coal,Non-Coking Coal Grade G1-G5,65500,"Maputo, Mozambique",1,2021-05-27,2021-06-01,Spot,Panamax,2021-05-30,2021-07-17,Normal,Spot,35.96,USD,50,Standard,2021-05-09T00:00:00Z
9708,Thermal Coal,Non-Coking Coal Grade G1-G5,67500,"Gladstone, Australia",2,2024-12-05,2024-12-15,CoA,Panamax,2024-12-13,2025-01-10,Normal,CoA,22.91,USD,30,Standard,2024-11-06T00:00:00Z
9709,Thermal Coal,Indonesian High Calorie Coal,71500,"Balikpapan, Indonesia",2,2024-04-19,2024-04-29,Spot,Panamax,2024-04-25,2024-05-18,High,Spot,14.02,USD,20,Geared vessel required,2024-04-06T00:00:00Z
9710,Thermal Coal,Non-Coking Coal Grade G1-G5,80900,"Gladstone, Australia",1,2023-12-01,2023-12-06,Spot,Panamax,2023-12-04,2023-12-31,Normal,Spot,23.44,USD,30,Standard,2023-11-09T00:00:00Z
9711,Thermal Coal,Indonesian High Calorie Coal,53400,"Tanjung Priok, Indonesia",2,2021-04-15,2021-04-20,CoA,Supramax,2021-04-19,2021-05-07,Normal,CoA,16.15,USD,20,Standard,2021-04-03T00:00:00Z
9712,Iron Ore,Iron Ore Pellets,50800,"Baltimore, USA",6,2025-08-15,2025-08-20,Spot,Supramax,2025-08-16,2025-10-05,Normal,Spot,36.48,USD,50,Standard,2025-07-19T00:00:00Z
9713,Coking Coal,Semi-Soft Coking Coal,149400,"Hay Point, Australia",1,2022-12-30,2023-01-09,CoA,Capesize,2023-01-07,2023-02-03,Normal,CoA,20.77,USD,30,Standard,2022-12-20T00:00:00Z
9714,Thermal Coal,Indonesian High Calorie Coal,70200,"Gladstone, Australia",1,2022-10-20,2022-10-25,Spot,Panamax,2022-10-22,2022-11-23,Normal,Spot,22.61,USD,30,Self-unloader preferred,2022-10-13T00:00:00Z
9715,Thermal Coal,Non-Coking Coal Grade G1-G5,58200,"Vostochny, Russia",1,2024-05-14,2024-05-21,CoA,Supramax,2024-05-16,2024-07-08,High,CoA,39.92,USD,50,Standard,2024-04-19T00:00:00Z
9716,Coking Coal,Semi-Soft Coking Coal,54200,"Hay Point, Australia",1,2022-06-10,2022-06-15,Spot,Supramax,2022-06-11,2022-07-09,Normal,Spot,26.82,USD,30,Standard,2022-05-25T00:00:00Z
9717,Thermal Coal,Indonesian High Calorie Coal,77200,"Newcastle, Australia",3,2022-10-31,2022-11-07,Spot,Panamax,2022-11-05,2022-12-02,Normal,Spot,26.31,USD,30,Self-unloader preferred,2022-10-02T00:00:00Z
9718,Thermal Coal,Non-Coking Coal Grade G1-G5,53200,"Baltimore, USA",3,2021-08-06,2021-08-13,CoA,Supramax,2021-08-07,2021-09-25,Normal,CoA,35.75,USD,50,Standard,2021-07-26T00:00:00Z
9719,Coking Coal,Hard Coking Coal,78400,"Samarinda, Indonesia",1,2024-06-10,2024-06-17,CoA,Panamax,2024-06-15,2024-07-08,Normal,CoA,15.41,USD,20,Standard,2024-05-19T00:00:00Z
9720,Coking Coal,Semi-Soft Coking Coal,57800,"Tanjung Priok, Indonesia",2,2021-09-07,2021-09-14,Spot,Supramax,2021-09-08,2021-09-25,Normal,Spot,13.67,USD,20,Standard,2021-08-26T00:00:00Z
9721,Thermal Coal,Indonesian High Calorie Coal,75300,"Balikpapan, Indonesia",4,2024-12-09,2024-12-14,CoA,Panamax,2024-12-12,2025-01-01,Normal,CoA,13.02,USD,20,Standard,2024-11-24T00:00:00Z
9722,Coking Coal,Semi-Soft Coking Coal,73200,"Maputo, Mozambique",2,2022-07-26,2022-08-05,Spot,Panamax,2022-07-31,2022-09-16,High,Spot,38.58,USD,50,Standard,2022-07-05T00:00:00Z
9723,Coking Coal,Hard Coking Coal,52200,"Samarinda, Indonesia",1,2021-08-05,2021-08-10,CoA,Supramax,2021-08-09,2021-08-27,Normal,CoA,14.53,USD,20,Standard,2021-07-24T00:00:00Z
9724,Coking Coal,Semi-Soft Coking Coal,59900,"Gladstone, Australia",2,2022-01-22,2022-02-05,Spot,Supramax,2022-02-01,2022-03-04,Normal,Spot,21.76,USD,30,Standard,2022-01-07T00:00:00Z
9725,Coking Coal,PCI Coal,74200,"Balikpapan, Indonesia",4,2022-02-03,2022-02-08,Spot,Panamax,2022-02-04,2022-02-23,Normal,Spot,14.6,USD,20,Fast discharge required,2022-01-19T00:00:00Z
9726,Limestone,SMS Grade Limestone,69700,"Baltimore, USA",1,2024-01-07,2024-01-12,CoA,Panamax,2024-01-08,2024-02-24,Normal,CoA,37.38,USD,50,Standard,2023-12-28T00:00:00Z
9727,Thermal Coal,Non-Coking Coal Grade G1-G5,71400,"Tanjung Priok, Indonesia",3,2024-07-26,2024-08-02,Spot,Panamax,2024-07-31,2024-08-22,Normal,Spot,16.66,USD,20,Standard,2024-07-01T00:00:00Z
